Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
10000,2.1796253,70.0909090909091,-0.105358794,0.15589419,-2.8182364231949553,-2.8182364231949553,0.09638592997275361,1.2339475,0.09748509,9.994615e-05,0.18468177,1.3670136,1.0
20000,2.0362608,27.86994219653179,0.58900034,0.28576568,1.9541072245967182,1.9541072245967182,0.07705967267706043,1.7777323,0.10027333,9.9852004e-05,0.23756643,0.803383,1.0
30000,1.8931322,25.480597014925372,0.4549064,0.41638762,0.9168453394477047,0.9168453394477047,0.1530353271666525,2.0800014,0.10394092,9.974926e-05,0.2961083,0.7325194,1.0
40000,1.9610773,77.60975609756098,-2.965091,0.5214509,-9.198547287685114,-9.198547287685114,0.2139724573892791,1.240833,0.10124649,9.964524e-05,0.21282804,0.7784296,1.0
50000,1.9003676,79.23076923076923,-3.1224136,0.36153504,-6.51568479610212,-6.51568479610212,0.2070676271775455,1.0724883,0.101044655,9.954788e-05,0.1762052,0.610122,1.0
60000,1.8510095,100.6103896103896,-2.3799155,0.290304,-1.8043024996658423,-1.8043024996658423,0.19683055147564935,0.8768225,0.09611659,9.945071e-05,0.16164432,0.4661971,1.0
70000,1.7617621,113.77464788732394,-1.6235377,0.2524348,-0.7109641543456486,-0.7109641543456486,0.18716887134526458,0.6650244,0.09146412,9.93456e-05,0.12628521,0.31257528,1.0
80000,1.6497281,87.0813953488372,-0.8803223,0.25550008,2.0266013796939406,2.0266013796939406,0.15272311225186946,0.98900026,0.10424369,9.9247874e-05,0.15946288,0.30385333,1.0
90000,1.7005411,84.21,0.32318535,0.1944299,2.969776762594091,2.969776762594091,0.09022045976454669,0.5060752,0.1056001,9.9151126e-05,0.09148142,0.17774025,1.0
100000,1.5875059,61.388489208633096,1.194517,0.20574649,2.7089136216951455,2.7089136216951455,0.070280897916983,0.39848632,0.10231974,9.904853e-05,0.09775781,0.15292703,1.0
110000,1.5883389,60.18867924528302,1.5328614,0.19133425,3.3211758221095464,3.3211758221095464,0.05652881888145546,0.2595716,0.096279524,9.8952274e-05,0.07207662,0.116314106,1.0
120000,1.5187984,61.89510489510489,1.5976121,0.1829207,2.4948114206740906,2.4948114206740906,0.0707086399848853,0.13808773,0.10138637,9.8848584e-05,0.08732618,0.1293154,1.0
130000,1.4852086,63.422222222222224,1.3420275,0.23752116,1.691908742984136,1.691908742984136,0.11637976151649598,0.51822776,0.0931287,9.874297e-05,0.14590955,0.19238865,1.0
140000,1.4071053,59.38775510204081,1.6770627,0.23517917,2.7510357851884804,2.7510357851884804,0.06828393010409917,0.32378352,0.09807331,9.8648765e-05,0.09245982,0.14715543,1.0
150000,1.4320126,54.79651162790697,2.1185968,0.23396948,3.0813013956297275,3.0813013956297275,0.06744758246553152,0.33049524,0.09857086,9.855636e-05,0.110851094,0.17702255,1.0
160000,1.357426,54.22818791946309,2.2778935,0.20369926,3.0790274351235203,3.0790274351235203,0.05513734290463813,0.19835271,0.10407279,9.845364e-05,0.082513936,0.13000508,1.0
170000,1.3192348,51.05,2.0085137,0.23983367,2.8217547137434313,2.8217547137434313,0.05597744005325749,0.1859239,0.10321617,9.835013e-05,0.09637605,0.13653743,1.0
180000,1.3703825,64.12977099236642,1.66092,0.25705853,2.6765081520263965,2.6765081520263965,0.05930125199688169,0.19034344,0.10225505,9.824724e-05,0.07584139,0.14144568,1.0
190000,1.2944313,50.81818181818182,2.2816875,0.27078393,3.742510285081163,3.742510285081163,0.04616041016885958,0.26640168,0.09626473,9.814479e-05,0.082434654,0.118327335,1.0
200000,1.1898485,54.98342541436464,2.41665,0.27156505,2.8039221346378325,2.8039221346378325,0.050621661864635015,0.17780031,0.09962902,9.805158e-05,0.0804967,0.12805563,1.0
210000,1.0625612,50.326530612244895,2.1274512,0.2878745,2.801379610081108,2.801379610081108,0.05347007618216025,0.19658385,0.09622661,9.795847e-05,0.08575668,0.10059283,1.0
220000,1.0617105,53.348101265822784,2.0924067,0.22611456,3.4703388481954986,3.4703388481954986,0.04455511741151538,0.32803664,0.10413557,9.785128e-05,0.07192609,0.10053407,1.0
