Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
10000,2.1759875,174.64285714285714,-0.3022827,0.01375901,-8.311784054551806,-8.311784054551806,0.1273916445539466,0.29312488,0.09745618,9.998414e-05,0.115172684,1.3171289,1.0
20000,2.0178566,252.0,-1.0440629,0.1123473,-6.737179187933604,-6.737179187933604,0.6312727910534401,0.06447087,0.10421881,9.996101e-05,0.2384758,1.2581077,1.0
30000,1.8618897,256.38461538461536,-0.9697856,0.1909717,-1.5085883965859046,-1.5085883965859046,0.7624732166743622,0.11797096,0.09347083,9.993672e-05,0.192861,1.3150276,1.0
40000,1.7437665,452.8235294117647,-0.49444428,0.20366257,-4.065845121793887,-4.065845121793887,0.8519381859942394,0.09132251,0.10208265,9.991239e-05,0.153008,1.206855,1.0
50000,1.6770004,576.9565217391304,-0.17385548,0.18356425,-5.276055793628747,-5.276055793628747,0.9372676392547715,0.10338867,0.0974097,9.988793e-05,0.15079746,1.1364055,1.0
60000,1.669976,262.0952380952381,0.089251615,0.17816839,1.6672308525630422,1.6672308525630422,0.4462945376903268,0.10044043,0.10497023,9.986174e-05,0.1438277,1.0179243,1.0
70000,1.5986085,454.0,0.31390485,0.17324536,-0.027096711102138682,-0.027096711102138682,0.7998613828094676,0.10094117,0.09525062,9.983559e-05,0.16429119,0.7741348,1.0
80000,1.5506445,350.0,0.803586,0.1774861,3.5453039346938664,3.5453039346938664,0.6237794136007627,0.094391875,0.10071869,9.981207e-05,0.14547484,0.75525284,1.0
90000,1.5035056,181.58823529411765,0.5041626,0.17814401,1.686216568961433,1.686216568961433,0.3164028310591889,0.103705786,0.09785166,9.9788514e-05,0.16257891,0.69210446,1.0
100000,1.4675474,279.6666666666667,0.7510635,0.17971106,2.64631172399098,2.64631172399098,0.43127468737613084,0.09032647,0.09995266,9.97625e-05,0.15339956,0.6256072,1.0
110000,1.3830315,292.3333333333333,0.99611163,0.18127461,3.474371014160166,3.474371014160166,0.48070696762905835,0.10506861,0.09783751,9.9736404e-05,0.15558526,0.5870622,1.0
120000,1.3799475,217.475,0.7038358,0.1730358,2.7863352711913714,2.7863352711913714,0.3265818393796508,0.17929325,0.09816224,9.9710516e-05,0.13943444,0.55041707,1.0
130000,1.4012513,172.71052631578948,0.83131754,0.16358161,3.5419659687648246,3.5419659687648246,0.22720935939759254,0.12774056,0.08811481,9.968669e-05,0.13080259,0.64271605,1.0
140000,1.3807702,139.475,1.2799699,0.16183478,4.528288393906947,4.528288393906947,0.1848957238295797,0.094986044,0.09606616,9.966316e-05,0.12731567,0.55116063,1.0
150000,1.3818841,138.76190476190476,1.1555134,0.15226935,4.610905129917573,4.610905129917573,0.17816397910644896,0.08511248,0.09346293,9.963706e-05,0.12616576,0.59866095,1.0
160000,1.3707078,106.38461538461539,1.1454388,0.14263628,6.486665076868958,6.486665076868958,0.14279641967266798,0.048767503,0.09841421,9.961096e-05,0.13167122,0.6279733,1.0
170000,1.3093497,281.3333333333333,1.125509,0.14545952,3.353544377978807,3.353544377978807,0.3821521380355673,0.113847,0.10053927,9.958743e-05,0.12698182,0.56138015,1.0
180000,1.3641198,87.92307692307692,1.1717657,0.14257804,4.2656413479153406,4.2656413479153406,0.08795173143427093,0.112780474,0.09270553,9.956345e-05,0.11773028,0.5717023,1.0
190000,1.4718871,107.35135135135135,1.251804,0.13916472,5.073718136254497,5.073718136254497,0.14113419692042348,0.0794331,0.10179585,9.953692e-05,0.11410699,0.65148443,1.0
200000,1.447997,164.21428571428572,1.3065344,0.1250474,6.127017092038998,6.127017092038998,0.20303151092957705,0.030489853,0.09238817,9.951106e-05,0.09798892,0.7151513,1.0
210000,1.4918177,250.20689655172413,1.0710092,0.119290605,5.022307126768265,5.022307126768265,0.30254512525099364,0.07286286,0.09705183,9.948766e-05,0.0849576,0.7967292,1.0
220000,1.453326,428.925,1.2572509,0.11554167,5.280682915753449,5.280682915753449,0.5730682849986806,0.09387955,0.097986676,9.9464065e-05,0.10731287,0.71789974,1.0
230000,1.4580202,192.6060606060606,1.2859035,0.11519011,5.3148075991428385,5.3148075991428385,0.17871465271508152,0.049103733,0.09265508,9.943788e-05,0.09400354,0.7878578,1.0
240000,1.453772,206.32258064516128,0.9800949,0.10594682,4.135108993995261,4.135108993995261,0.22284233935173717,0.065699175,0.09911464,9.941149e-05,0.08366078,0.95137435,1.0
250000,1.4346267,148.53125,1.3273381,0.10554428,6.015592640708032,6.015592640708032,0.1308061507761522,0.019533778,0.09587248,9.938553e-05,0.07161163,0.9405246,1.0
260000,1.3533496,524.6388888888889,1.1064608,0.11313967,4.484732246422448,4.484732246422448,0.5519423678393751,0.04616881,0.099636994,9.936201e-05,0.104999416,0.7461017,1.0
270000,1.3579332,618.9487179487179,0.8108964,0.12803191,2.276814737833423,2.276814737833423,0.7902923615720983,0.116436936,0.09749599,9.933853e-05,0.13149889,0.74242383,1.0
280000,1.289458,401.21875,0.7908346,0.13295178,3.475605570398045,3.475605570398045,0.4513275848757985,0.09329251,0.10350023,9.931265e-05,0.12138543,0.7031444,1.0
